c_file_name,category,error_type,llm_name,num_parameters,num_lines,cyclomatic_complexity
48694.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,92,2.2
14724.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,56,3.0
68655.c,VULNERABLE,buffer overflow on scanf,gpt35,,94,4.2
4923.c,VULNERABLE,array bounds violated: upper bound,mistral,7.0,93,3.4
24710.c,VULNERABLE,dereference failure: invalid pointer,gemini_pro,,109,16.0
10060.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,81,1.5710000000000002
465.c,UNKNOWN (time out),,gemini_pro,,100,1.25
30654.c,VULNERABLE,buffer overflow on scanf,gpt35,,136,6.0
9004.c,VULNERABLE,dereference failure: NULL pointer,mistral,7.0,90,2.4
7836.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,63,1.143
14131.c,NON-VULNERABLE,,llama2,13.0,68,3.333
22807.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,70,4.0
38485.c,VULNERABLE,dereference failure: array bounds violated,gemma,7.0,71,2.75
63224.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,140,3.429
38210.c,VULNERABLE,array bounds violated: upper bound,gemma,7.0,63,20.0
30966.c,VULNERABLE,dereference failure: invalid pointer,gpt35,,57,2.333
12178.c,VULNERABLE,array bounds violated: upper bound,gemma,7.0,52,3.5
67812.c,UNKNOWN (time out),,falcon,180.0,101,4.8
37011.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,68,3.333
18129.c,UNKNOWN (time out),,falcon,180.0,51,8.0
63584.c,VULNERABLE,buffer overflow on scanf,gpt35,,168,6.833
65065.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,58,3.0
17487.c,VULNERABLE,arithmetic overflow on div,llama2,13.0,76,10.0
73414.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,gpt35,,52,1.333
46588.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,69,4.0
32096.c,VULNERABLE,array bounds violated: upper bound,gpt35,,92,4.5
45119.c,UNKNOWN (time out),,falcon,180.0,78,6.0
22032.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,63,1.667
17898.c,VULNERABLE,dereference failure: Access to object out of bounds,llama2,13.0,129,7.25
20172.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,74,1.667
12943.c,VULNERABLE,dereference failure: invalid pointer,gemini_pro,,146,7.0
8588.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,124,3.333
10279.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,63,3.333
24107.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,55,1.667
46556.c,VULNERABLE,array bounds violated: lower bound,gpt35,,56,3.667
134.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,72,2.0
20453.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,77,3.75
33962.c,VULNERABLE,buffer overflow on fscanf,gemini_pro,,85,2.0
10690.c,VULNERABLE,buffer overflow on scanf,gpt35,,55,4.5
5983.c,VULNERABLE,buffer overflow on fscanf,mistral,7.0,85,3.5
51430.c,VULNERABLE,dereference failure: array bounds violated,gpt35,,178,4.5
7629.c,VULNERABLE,array bounds violated: upper bound,falcon2,11.0,71,3.75
5733.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,135,2.444
62336.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,88,3.0
40250.c,UNKNOWN (time out),,gemma,7.0,70,13.0
1574.c,VULNERABLE,arithmetic overflow on add,gpt35,,53,1.0
31774.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,70,2.0
62622.c,VULNERABLE,buffer overflow on scanf,gpt35,,111,3.4
5461.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,174,3.571
5903.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,132,3.25
21692.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,68,2.75
6836.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,113,3.167
2062.c,UNKNOWN (time out),,llama2,13.0,73,8.0
57331.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,108,4.5
34168.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,190,4.0
3864.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,93,1.429
5240.c,VULNERABLE,buffer overflow on scanf,falcon2,11.0,58,2.667
19163.c,VULNERABLE,buffer overflow on scanf,gpt35,,55,3.333
19013.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,56,1.5
5242.c,VULNERABLE,array bounds violated: upper bound,gemma,7.0,95,12.0
11506.c,UNKNOWN (time out),,falcon,180.0,51,8.0
42919.c,VULNERABLE,buffer overflow on scanf,gpt35,,156,3.857
11146.c,UNKNOWN (time out),,falcon,180.0,62,6.0
7454.c,PARSING ERROR,,gpt4o_mini,,96,4.0
20634.c,VULNERABLE,dereference failure: invalid pointer,gemini_pro,,54,7.0
37609.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,99,2.6
30283.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,82,4.333
31863.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,falcon,180.0,76,2.0
26258.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,83,3.5
51469.c,UNKNOWN (time out),,falcon,180.0,64,3.0
25012.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,65,2.5
14973.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,98,3.75
7980.c,VULNERABLE,buffer overflow on scanf,mistral,7.0,81,3.333
51406.c,VULNERABLE,dereference failure: array bounds violated,gpt35,,89,2.6
56425.c,VULNERABLE,buffer overflow on scanf,gpt35,,122,10.0
18149.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,110,6.0
56782.c,VULNERABLE,buffer overflow on scanf,gpt35,,155,4.4
6508.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,57,3.0
59688.c,VULNERABLE,buffer overflow on scanf,gpt35,,104,5.333
5436.c,NON-VULNERABLE,,llama2,13.0,57,3.5
71638.c,VULNERABLE,buffer overflow on scanf,gpt35,,138,12.0
5355.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,74,1.6
21338.c,VULNERABLE,dereference failure: invalid pointer,gemini_pro,,82,8.0
63419.c,VULNERABLE,buffer overflow on fscanf,falcon,180.0,65,3.0
57802.c,VULNERABLE,dereference failure: invalid pointer,gpt35,,80,9.0
71753.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,129,4.5
5442.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,90,3.0
15626.c,VULNERABLE,buffer overflow on scanf,gpt35,,70,7.0
10147.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,79,1.667
1983.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,101,3.4
30592.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,56,3.5
10494.c,PARSING ERROR,,llama2,13.0,93,3.5
3677.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,76,1.429
56196.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,115,1.833
32736.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,69,1.75
21851.c,NON-VULNERABLE,,gemma,7.0,64,2.0
38766.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,gpt35,,54,5.0
10819.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,129,4.0
70441.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,falcon,180.0,61,1.0
70978.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,65,3.0
38519.c,UNKNOWN (time out),,gpt4o_mini,,84,6.5
5266.c,VULNERABLE,dereference failure: invalid pointer,mistral,7.0,73,5.0
3366.c,VULNERABLE,dereference failure: NULL pointer,mistral,7.0,87,3.25
42542.c,UNKNOWN (time out),,gpt35,,151,22.0
75458.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,95,1.5
6070.c,VULNERABLE,arithmetic overflow on sub,gemma,7.0,76,3.5
43698.c,VULNERABLE,array bounds violated: upper bound,falcon,180.0,68,5.5
3108.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,139,4.429
3427.c,VULNERABLE,dereference failure: NULL pointer,mistral,7.0,81,3.667
11647.c,VULNERABLE,arithmetic overflow on add,falcon,180.0,73,7.0
3100.c,VULNERABLE,dereference failure: NULL pointer,mistral,7.0,93,2.6
15029.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,164,3.125
25026.c,VULNERABLE,array bounds violated: upper bound,gpt35,,110,2.333
8759.c,VULNERABLE,buffer overflow on scanf,falcon2,11.0,57,8.0
20217.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,68,5.5
28128.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,67,2.667
31735.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,106,1.286
7133.c,VULNERABLE,dereference failure: forgotten memory,gpt35,,82,3.333
24724.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,62,8.0
76070.c,VULNERABLE,buffer overflow on scanf,gpt35,,122,4.25
10369.c,VULNERABLE,dereference failure: invalid pointer,llama2,13.0,100,2.8
40293.c,VULNERABLE,buffer overflow on scanf,gpt35,,58,7.0
77571.c,VULNERABLE,VLA array size in bytes overflows address space size,gpt35,,60,8.0
49310.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,73,7.0
45552.c,VULNERABLE,arithmetic overflow on add,gpt35,,100,4.667
66699.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,130,5.333
15095.c,VULNERABLE,dereference failure: invalid pointer,gpt35,,161,10.0
49993.c,VULNERABLE,dereference failure: invalid pointer,falcon,180.0,63,3.333
19649.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,72,1.429
4235.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,244,3.083
10039.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,92,1.875
15059.c,VULNERABLE,array bounds violated: lower bound,gemini_pro,,160,17.5
39351.c,VULNERABLE,dereference failure: array bounds violated,gemma,7.0,60,9.0
37479.c,VULNERABLE,dereference failure: invalid pointer,falcon,180.0,77,1.833
19570.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,69,1.8
22960.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,95,2.2
38302.c,VULNERABLE,buffer overflow on scanf,gpt35,,65,2.333
34660.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,99,3.0
15934.c,UNKNOWN (time out),,gpt35,,53,1.75
4774.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,55,1.25
15986.c,UNKNOWN (time out),,llama2,13.0,52,5.0
18258.c,VULNERABLE,dereference failure: write access to string constant,gemini_pro,,64,9.0
9529.c,VULNERABLE,buffer overflow on scanf,mistral,7.0,73,3.5
9893.c,VULNERABLE,array bounds violated: lower bound,gemini_pro,,63,5.0
8759.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,114,3.0
9859.c,VULNERABLE,dereference failure: invalid pointer,llama2,13.0,74,8.0
42822.c,VULNERABLE,dereference failure: invalid pointer,falcon,180.0,66,6.0
44031.c,UNKNOWN (time out),,gemma,7.0,63,6.0
8502.c,VULNERABLE,dereference failure: NULL pointer,mistral,7.0,63,2.5
33594.c,VULNERABLE,array bounds violated: lower bound,gpt4o_mini,,107,5.0
26943.c,VULNERABLE,array bounds violated: upper bound,gemma,7.0,66,3.333
1239.c,VULNERABLE,array bounds violated: lower bound,codellama,13.0,86,1.5
16183.c,VULNERABLE,arithmetic overflow on floating-point ieee_div,gemma,7.0,73,7.0
46833.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,51,2.5
4374.c,VULNERABLE,arithmetic overflow on add,gpt35,,101,11.0
27752.c,UNKNOWN (time out),,gpt35,,134,2.333
16625.c,VULNERABLE,dereference failure: forgotten memory,gemma,7.0,59,3.0
54863.c,VULNERABLE,array bounds violated: lower bound,falcon,180.0,84,6.0
6934.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,86,2.6
71073.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,70,5.0
31195.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,100,2.25
25710.c,VULNERABLE,buffer overflow on scanf,gpt35,,189,20.0
16399.c,UNKNOWN (time out),,llama2,13.0,72,1.429
27469.c,VULNERABLE,buffer overflow on scanf,gpt35,,129,3.143
35488.c,VULNERABLE,buffer overflow on scanf,gpt35,,58,8.0
34392.c,UNKNOWN (time out),,gpt4o_mini,,88,3.25
29946.c,VULNERABLE,dereference failure: invalid pointer,falcon,180.0,74,2.5
22853.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,gpt4o_mini,,86,5.5
39212.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,69,1.667
3280.c,VULNERABLE,dereference failure: invalid pointer,gemini_pro,,105,1.333
9238.c,VULNERABLE,dereference failure: invalid pointer,llama2,13.0,68,1.75
6940.c,VULNERABLE,arithmetic overflow on add,llama2,13.0,82,8.0
34674.c,NON-VULNERABLE,,gemma,7.0,65,3.0
3803.c,NON-VULNERABLE,,gemini_pro,,80,4.0
12902.c,PARSING ERROR,,llama2,13.0,64,3.667
38317.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,93,2.0
52562.c,VULNERABLE,dereference failure: invalid pointer,gpt35,,171,68.5
3590.c,VULNERABLE,dereference failure: invalid pointer,llama2,13.0,61,1.333
14785.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,87,2.2
21055.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,99,3.667
7722.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,57,1.5
19231.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,66,3.667
35720.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,193,4.0
37915.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,129,2.0
41822.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,194,2.727
23559.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,66,6.0
8807.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,120,4.667
17277.c,VULNERABLE,array bounds violated: upper bound,falcon,180.0,101,8.0
40030.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,111,1.0
69805.c,VULNERABLE,buffer overflow on scanf,gpt35,,71,6.0
4383.c,VULNERABLE,arithmetic overflow on sub,gemini_pro,,109,2.0
10337.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,171,5.0
45215.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,61,6.0
1669.c,VULNERABLE,dereference failure: forgotten memory,gemini_pro,,160,3.286
34959.c,UNKNOWN (time out),,gpt35,,78,3.333
12782.c,VULNERABLE,buffer overflow on scanf,gpt35,,56,12.0
7558.c,NON-VULNERABLE,,mistral,7.0,64,1.8
14686.c,UNKNOWN (time out),,falcon,180.0,83,21.0
23407.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,137,3.25
17775.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,60,5.0
16465.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,209,3.0
29258.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,82,12.0
49219.c,UNKNOWN (time out),,falcon,180.0,84,2.0
39709.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,110,3.286
731.c,VULNERABLE,buffer overflow on scanf,mistral,7.0,109,1.857
5581.c,VULNERABLE,array bounds violated: lower bound,falcon2,11.0,75,4.5
45582.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,falcon,180.0,66,2.667
30190.c,VULNERABLE,buffer overflow on sscanf,gemini_pro,,151,21.0
11920.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,65,4.0
2963.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,95,3.5
9533.c,VULNERABLE,dereference failure: invalid pointer,codellama,13.0,91,2.0
64495.c,VULNERABLE,buffer overflow on scanf,gpt35,,193,5.5
40931.c,PARSING ERROR,,gemma,7.0,51,5.0
16061.c,VULNERABLE,dereference failure: array bounds violated,gemma,7.0,57,3.5
13582.c,VULNERABLE,dereference failure: invalid pointer,gemini_pro,,76,3.667
16690.c,VULNERABLE,buffer overflow on fscanf,gpt35,,117,18.0
41672.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,62,7.0
18620.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,55,3.333
8704.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,52,1.667
68398.c,VULNERABLE,array bounds violated: upper bound,falcon,180.0,82,6.0
69298.c,VULNERABLE,buffer overflow on scanf,gpt35,,100,3.0
12003.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,66,2.75
32129.c,VULNERABLE,dereference failure: invalid pointer,gpt35,,103,14.0
40964.c,UNKNOWN (time out),,gemma,7.0,51,2.333
5625.c,UNKNOWN (time out),,gpt4o_mini,,105,3.0
14363.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,165,4.857
15520.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,128,3.429
1972.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,68,4.5
34720.c,VULNERABLE,dereference failure: array bounds violated,gemma,7.0,55,2.0
5178.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,115,8.0
663.c,VULNERABLE,buffer overflow on scanf,codellama,13.0,173,3.571
15605.c,UNKNOWN (time out),,llama2,13.0,63,2.0
13483.c,VULNERABLE,dereference failure: forgotten memory,llama2,13.0,71,3.0
37066.c,VULNERABLE,arithmetic overflow on add,gpt35,,177,5.0
39730.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,61,1.25
9060.c,VULNERABLE,VLA array size in bytes overflows address space size,gpt35,,100,3.8
11536.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,69,4.0
37947.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,58,1.333
51796.c,VULNERABLE,buffer overflow on scanf,gpt35,,129,6.167
37879.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,54,1.667
37680.c,VULNERABLE,buffer overflow on fscanf,gpt35,,82,3.75
76323.c,VULNERABLE,dereference failure: array bounds violated,gpt35,,78,2.25
25044.c,VULNERABLE,arithmetic overflow on add,falcon,180.0,77,7.0
2908.c,VULNERABLE,arithmetic overflow on floating-point ieee_div,mistral,7.0,55,1.5
23538.c,UNKNOWN (time out),,gemini_pro,,222,5.556
39564.c,VULNERABLE,buffer overflow on scanf,gpt35,,79,3.0
22712.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,115,4.25
71771.c,UNKNOWN (time out),,falcon,180.0,73,3.667
1665.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,81,6.0
51535.c,UNKNOWN (time out),,gpt35,,52,5.5
17789.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,145,4.25
21194.c,UNKNOWN (time out),,gemini_pro,,53,5.0
76712.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,115,4.0
8119.c,VULNERABLE,buffer overflow on scanf,gpt35,,92,3.25
3905.c,VULNERABLE,division by zero,gpt35,,85,2.5
10476.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,201,3.889
11939.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,103,1.833
34270.c,VULNERABLE,array bounds violated: upper bound,gpt35,,116,7.0
57547.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,117,2.0
25184.c,VULNERABLE,dereference failure: forgotten memory,falcon,180.0,97,2.4
25279.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,62,3.0
3500.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,85,3.5
30613.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,61,1.8
26221.c,VULNERABLE,arithmetic overflow on sub,gpt35,,104,8.0
24703.c,VULNERABLE,dereference failure: forgotten memory,gemini_pro,,85,3.0
20767.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,gpt35,,94,5.25
3221.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,108,3.0
8088.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,94,6.25
26874.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,62,7.0
68029.c,VULNERABLE,dereference failure: invalid pointer,gpt35,,96,11.0
48486.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,87,1.5710000000000002
30823.c,VULNERABLE,arithmetic overflow on add,falcon,180.0,54,2.0
44909.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,68,3.0
15960.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,81,2.0
27006.c,VULNERABLE,dereference failure: array bounds violated,gpt4o_mini,,87,3.167
2383.c,VULNERABLE,VLA array size in bytes overflows address space size,falcon2,11.0,114,22.0
9919.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,64,2.5
46444.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,51,2.0
11309.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,63,1.75
22760.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,147,6.2
14615.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,70,3.5
21920.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,92,2.0
13766.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,93,3.2
810.c,VULNERABLE,buffer overflow on scanf,mistral,7.0,80,4.5
39255.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,65,3.0
17693.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,116,2.5
41614.c,VULNERABLE,array bounds violated: lower bound,gpt35,,98,4.0
66715.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,67,1.5
15327.c,UNKNOWN (time out),,llama2,13.0,88,8.0
33207.c,NON-VULNERABLE,,gemini_pro,,82,2.0
34805.c,VULNERABLE,dereference failure: forgotten memory,gpt35,,58,3.5
60149.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,52,10.0
12887.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,69,3.333
15307.c,NON-VULNERABLE,,llama2,13.0,67,1.0
1225.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,51,1.667
